ID,Banca,Corporacao,Materia,Tema,Enunciado,A,B,C,D,E,Gabarito,Explicacao
593,FCC,PC-SP,Noções de Informática,Segurança da informação,"Quanto a Segurança da informação no pacote Office, para relatório policial, assinale:",Segurança da informação: backup deve ser feito apenas na nuvem pública.,Segurança da informação: atalho CTRL+S salva e CTRL+P imprime relatório.,Segurança da informação: senha forte deve ter apenas letras minúsculas.,Segurança da informação: phishing é técnica segura de proteção.,Segurança da informação: atalho ALT+F4 encerra sem salvar.,A,Gabarito A. Segurança da informação em Noções de Informática: conforme banca FCC para PC-SP. Doutrina majoritária e jurisprudência atual.
594,FCC,PP-SP,Noções de Informática,Backup,"Em Backup, para segurança da informação na PC-SP, é correto:",Backup: atalho ALT+F4 encerra sem salvar.,Backup: phishing é técnica segura de proteção.,Backup: senha forte deve ter apenas letras minúsculas.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,Backup: backup deve ser feito apenas na nuvem pública.,C,Gabarito C. Backup em Noções de Informática: conforme banca FCC para PP-SP. Doutrina majoritária e jurisprudência atual.
595,FCC,PM-SP,Noções de Informática,Word e Excel,"Quanto a Word e Excel no pacote Office, para relatório policial, assinale:",Word e Excel: atalho CTRL+S salva e CTRL+P imprime relatório.,Word e Excel: backup deve ser feito apenas na nuvem pública.,Word e Excel: atalho ALT+F4 encerra sem salvar.,Word e Excel: phishing é técnica segura de proteção.,Word e Excel: senha forte deve ter apenas letras minúsculas.,C,Gabarito C. Word e Excel em Noções de Informática: conforme banca FCC para PM-SP. Padrão cobrado em provas de áreas policiais SP.
596,FGV,GCM-SP,Noções de Informática,Backup,"Em Backup, para segurança da informação na PC-SP, é correto:",Backup: atalho ALT+F4 encerra sem salvar.,Backup: senha forte deve ter apenas letras minúsculas.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,Backup: phishing é técnica segura de proteção.,Backup: backup deve ser feito apenas na nuvem pública.,A,Gabarito A. Backup em Noções de Informática: conforme banca FGV para GCM-SP. Conforme manual e legislação específica.
597,FGV,PC-SP,Noções de Informática,Word e Excel,"Em Word e Excel, para segurança da informação na PC-SP, é correto:",Word e Excel: phishing é técnica segura de proteção.,Word e Excel: atalho ALT+F4 encerra sem salvar.,Word e Excel: backup deve ser feito apenas na nuvem pública.,Word e Excel: atalho CTRL+S salva e CTRL+P imprime relatório.,Word e Excel: senha forte deve ter apenas letras minúsculas.,B,Gabarito B. Word e Excel em Noções de Informática: conforme banca FGV para PC-SP. Entendimento pacificado nos tribunais superiores.
598,VUNESP,PP-SP,Noções de Informática,Windows,"Quanto a Windows no pacote Office, para relatório policial, assinale:",Windows: atalho CTRL+S salva e CTRL+P imprime relatório.,Windows: senha forte deve ter apenas letras minúsculas.,Windows: atalho ALT+F4 encerra sem salvar.,Windows: backup deve ser feito apenas na nuvem pública.,Windows: phishing é técnica segura de proteção.,C,Gabarito C. Windows em Noções de Informática: conforme banca VUNESP para PP-SP. Padrão cobrado em provas de áreas policiais SP.
599,VUNESP,PP-SP,Noções de Informática,Backup,"Sobre Backup em ambiente policial, assinale a alternativa correta:",Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,Backup: phishing é técnica segura de proteção.,Backup: senha forte deve ter apenas letras minúsculas.,Backup: backup deve ser feito apenas na nuvem pública.,Backup: atalho ALT+F4 encerra sem salvar.,C,Gabarito C. Backup em Noções de Informática: conforme banca VUNESP para PP-SP. Entendimento pacificado nos tribunais superiores.
600,VUNESP,PM-SP,Noções de Informática,Backup,"Em Backup, no Windows 10/11, para uso policial, o atalho correto é:",Backup: phishing é técnica segura de proteção.,Backup: atalho ALT+F4 encerra sem salvar.,Backup: backup deve ser feito apenas na nuvem pública.,Backup: senha forte deve ter apenas letras minúsculas.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,C,Gabarito C. Backup em Noções de Informática: conforme banca VUNESP para PM-SP. Padrão cobrado em provas de áreas policiais SP.
601,VUNESP,PP-SP,Noções de Informática,Windows,"Quanto a Windows no pacote Office, para relatório policial, assinale:",Windows: atalho ALT+F4 encerra sem salvar.,Windows: atalho CTRL+S salva e CTRL+P imprime relatório.,Windows: phishing é técnica segura de proteção.,Windows: backup deve ser feito apenas na nuvem pública.,Windows: senha forte deve ter apenas letras minúsculas.,C,Gabarito C. Windows em Noções de Informática: conforme banca VUNESP para PP-SP. Conforme manual e legislação específica.
602,FGV,PP-SP,Noções de Informática,Atalhos,"Em Atalhos, para segurança da informação na PC-SP, é correto:",Atalhos: phishing é técnica segura de proteção.,Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: backup deve ser feito apenas na nuvem pública.,Atalhos: senha forte deve ter apenas letras minúsculas.,Atalhos: atalho ALT+F4 encerra sem salvar.,A,Gabarito A. Atalhos em Noções de Informática: conforme banca FGV para PP-SP. Conforme manual e legislação específica.
603,VUNESP,GCM-SP,Noções de Informática,Backup,"Quanto a Backup no pacote Office, para relatório policial, assinale:",Backup: atalho ALT+F4 encerra sem salvar.,Backup: backup deve ser feito apenas na nuvem pública.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,Backup: phishing é técnica segura de proteção.,Backup: senha forte deve ter apenas letras minúsculas.,A,Gabarito A. Backup em Noções de Informática: conforme banca VUNESP para GCM-SP. Conforme manual e legislação específica.
604,FGV,PC-SP,Noções de Informática,Backup,"Quanto a Backup no pacote Office, para relatório policial, assinale:",Backup: senha forte deve ter apenas letras minúsculas.,Backup: backup deve ser feito apenas na nuvem pública.,Backup: phishing é técnica segura de proteção.,Backup: atalho ALT+F4 encerra sem salvar.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,C,Gabarito C. Backup em Noções de Informática: conforme banca FGV para PC-SP. Doutrina majoritária e jurisprudência atual.
605,FCC,PC-SP,Noções de Informática,Atalhos,"Sobre Atalhos em ambiente policial, assinale a alternativa correta:",Atalhos: senha forte deve ter apenas letras minúsculas.,Atalhos: atalho ALT+F4 encerra sem salvar.,Atalhos: phishing é técnica segura de proteção.,Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: backup deve ser feito apenas na nuvem pública.,A,Gabarito A. Atalhos em Noções de Informática: conforme banca FCC para PC-SP. Doutrina majoritária e jurisprudência atual.
606,FCC,PC-SP,Noções de Informática,Segurança da informação,"Quanto a Segurança da informação no pacote Office, para relatório policial, assinale:",Segurança da informação: atalho CTRL+S salva e CTRL+P imprime relatório.,Segurança da informação: atalho ALT+F4 encerra sem salvar.,Segurança da informação: phishing é técnica segura de proteção.,Segurança da informação: senha forte deve ter apenas letras minúsculas.,Segurança da informação: backup deve ser feito apenas na nuvem pública.,C,Gabarito C. Segurança da informação em Noções de Informática: conforme banca FCC para PC-SP. Entendimento pacificado nos tribunais superiores.
607,FGV,PM-SP,Noções de Informática,Segurança da informação,"Em Segurança da informação, no Windows 10/11, para uso policial, o atalho correto é:",Segurança da informação: atalho CTRL+S salva e CTRL+P imprime relatório.,Segurança da informação: atalho ALT+F4 encerra sem salvar.,Segurança da informação: backup deve ser feito apenas na nuvem pública.,Segurança da informação: phishing é técnica segura de proteção.,Segurança da informação: senha forte deve ter apenas letras minúsculas.,B,Gabarito B. Segurança da informação em Noções de Informática: conforme banca FGV para PM-SP. Conforme manual e legislação específica.
608,VUNESP,PC-SP,Noções de Informática,Atalhos,"Em Atalhos, para segurança da informação na PC-SP, é correto:",Atalhos: backup deve ser feito apenas na nuvem pública.,Atalhos: phishing é técnica segura de proteção.,Atalhos: atalho ALT+F4 encerra sem salvar.,Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: senha forte deve ter apenas letras minúsculas.,B,Gabarito B. Atalhos em Noções de Informática: conforme banca VUNESP para PC-SP. Padrão cobrado em provas de áreas policiais SP.
609,VUNESP,GCM-SP,Noções de Informática,Atalhos,"Em Atalhos, para segurança da informação na PC-SP, é correto:",Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: backup deve ser feito apenas na nuvem pública.,Atalhos: senha forte deve ter apenas letras minúsculas.,Atalhos: phishing é técnica segura de proteção.,Atalhos: atalho ALT+F4 encerra sem salvar.,B,Gabarito B. Atalhos em Noções de Informática: conforme banca VUNESP para GCM-SP. Doutrina majoritária e jurisprudência atual.
610,VUNESP,PM-SP,Noções de Informática,Atalhos,"Quanto a Atalhos no pacote Office, para relatório policial, assinale:",Atalhos: senha forte deve ter apenas letras minúsculas.,Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: backup deve ser feito apenas na nuvem pública.,Atalhos: atalho ALT+F4 encerra sem salvar.,Atalhos: phishing é técnica segura de proteção.,C,Gabarito C. Atalhos em Noções de Informática: conforme banca VUNESP para PM-SP. Padrão cobrado em provas de áreas policiais SP.
611,VUNESP,GCM-SP,Noções de Informática,Atalhos,"Em Atalhos, no Windows 10/11, para uso policial, o atalho correto é:",Atalhos: atalho CTRL+S salva e CTRL+P imprime relatório.,Atalhos: phishing é técnica segura de proteção.,Atalhos: backup deve ser feito apenas na nuvem pública.,Atalhos: senha forte deve ter apenas letras minúsculas.,Atalhos: atalho ALT+F4 encerra sem salvar.,C,Gabarito C. Atalhos em Noções de Informática: conforme banca VUNESP para GCM-SP. Padrão cobrado em provas de áreas policiais SP.
612,FGV,PM-SP,Noções de Informática,Backup,"Sobre Backup em ambiente policial, assinale a alternativa correta:",Backup: backup deve ser feito apenas na nuvem pública.,Backup: atalho ALT+F4 encerra sem salvar.,Backup: atalho CTRL+S salva e CTRL+P imprime relatório.,Backup: phishing é técnica segura de proteção.,Backup: senha forte deve ter apenas letras minúsculas.,B,Gabarito B. Backup em Noções de Informática: conforme banca FGV para PM-SP. Doutrina majoritária e jurisprudência atual.
613,FGV,PP-SP,Noções de Informática,Word e Excel,"Quanto a Word e Excel no pacote Office, para relatório policial, assinale:",Word e Excel: atalho ALT+F4 encerra sem salvar.,Word e Excel: atalho CTRL+S salva e CTRL+P imprime relatório.,Word e Excel: senha forte deve ter apenas letras minúsculas.,Word e Excel: backup deve ser feito apenas na nuvem pública.,Word e Excel: phishing é técnica segura de proteção.,C,Gabarito C. Word e Excel em Noções de Informática: conforme banca FGV para PP-SP. Conforme manual e legislação específica.
614,FGV,PM-SP,Noções de Informática,Redes e internet,"Quanto a Redes e internet no pacote Office, para relatório policial, assinale:",Redes e internet: senha forte deve ter apenas letras minúsculas.,Redes e internet: backup deve ser feito apenas na nuvem pública.,Redes e internet: atalho ALT+F4 encerra sem salvar.,Redes e internet: phishing é técnica segura de proteção.,Redes e internet: atalho CTRL+S salva e CTRL+P imprime relatório.,B,Gabarito B. Redes e internet em Noções de Informática: conforme banca FGV para PM-SP. Doutrina majoritária e jurisprudência atual.
615,FCC,GCM-SP,Noções de Informática,Windows,"Quanto a Windows no pacote Office, para relatório policial, assinale:",Windows: atalho CTRL+S salva e CTRL+P imprime relatório.,Windows: backup deve ser feito apenas na nuvem pública.,Windows: atalho ALT+F4 encerra sem salvar.,Windows: phishing é técnica segura de proteção.,Windows: senha forte deve ter apenas letras minúsculas.,B,Gabarito B. Windows em Noções de Informática: conforme banca FCC para GCM-SP. Doutrina majoritária e jurisprudência atual.
616,FCC,PP-SP,Noções de Informática,Segurança da informação,"Quanto a Segurança da informação no pacote Office, para relatório policial, assinale:",Segurança da informação: atalho CTRL+S salva e CTRL+P imprime relatório.,Segurança da informação: backup deve ser feito apenas na nuvem pública.,Segurança da informação: phishing é técnica segura de proteção.,Segurança da informação: senha forte deve ter apenas letras minúsculas.,Segurança da informação: atalho ALT+F4 encerra sem salvar.,C,Gabarito C. Segurança da informação em Noções de Informática: conforme banca FCC para PP-SP. Entendimento pacificado nos tribunais superiores.
617,VUNESP,GCM-SP,Raciocínio Lógico,Análise combinatória,"Em Análise combinatória: Numa equipe de 12 policiais, 75% são homens. Quantas mulheres há? - Assinale a alternativa correta:",Próximo termo: 42.,Conclusão logicamente válida: alguns peritos são servidores.,Total de furtos: 12 ocorrências.,Probabilidade: 1/15 aproximadamente.,Resultado: 3 mulheres na equipe.,C,Gabarito C. Análise combinatória em Raciocínio Lógico: conforme banca VUNESP para GCM-SP. Entendimento pacificado nos tribunais superiores.
618,FGV,PC-SP,Raciocínio Lógico,Porcentagem,"Sobre Porcentagem aplicado à escala de serviço policial: Numa equipe de 12 policiais, 75% são homens. Quantas mulheres há?",Próximo termo: 42.,Conclusão logicamente válida: alguns peritos são servidores.,Probabilidade: 1/15 aproximadamente.,Total de furtos: 12 ocorrências.,Resultado: 3 mulheres na equipe.,A,Gabarito A. Porcentagem em Raciocínio Lógico: conforme banca FGV para PC-SP. Doutrina majoritária e jurisprudência atual.
